epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,23.5029,1.14909,1.77259,1.43359,0.00962,1,0.92833,0.69213,0.98827,2.74764,1.41942,0.000552738,0.000552738,0.000552738
19,24.5277,0.86628,1.81875,1.46976,0.00732,1,0.845,0.54158,1.36849,2.89931,1.62015,0.000575165,0.000575165,0.000575165
20,25.5256,1.34156,1.61919,1.38925,0.00655,1,0.995,0.53605,1.59623,3.02805,1.8614,0.000596603,0.000596603,0.000596603
21,26.5739,0.93062,1.67744,1.38485,0.00333,1,0.995,0.56682,1.68439,3.02011,2.05324,0.00061705,0.00061705,0.00061705
22,27.6064,1.41414,1.7363,1.52831,0.00333,1,0.93786,0.5705,1.21553,2.91664,1.65344,0.000636507,0.000636507,0.000636507
23,28.7395,1.04044,1.61761,1.36866,0.33742,1,0.96167,0.63077,0.96855,2.78473,1.37085,0.000654975,0.000654975,0.000654975
24,29.7584,1.15066,1.308,1.31291,0.84505,0.8,0.96167,0.61814,0.9671,2.56447,1.25176,0.000672452,0.000672452,0.000672452
25,30.8512,1.28289,1.88642,1.49653,1,0.72209,0.895,0.64774,0.95168,2.6059,1.25779,0.00068894,0.00068894,0.00068894
26,31.9634,1.21391,1.37207,1.4084,0.94512,0.8,0.88591,0.54916,0.98605,2.62473,1.27739,0.000704437,0.000704437,0.000704437
27,33.035,1.25725,1.92476,1.33895,0.88871,0.8,0.92,0.50831,1.08497,2.80476,1.39302,0.000718945,0.000718945,0.000718945
28,34.0134,1.04334,1.82079,1.34907,0.88871,0.8,0.92,0.50831,1.08497,2.80476,1.39302,0.000732463,0.000732463,0.000732463
29,35.079,1.2132,1.43731,1.30623,0.90809,1,0.995,0.61705,1.159,2.55604,1.39861,0.00074499,0.00074499,0.00074499
30,36.1178,0.90591,1.54095,1.22109,0.92068,1,0.995,0.63012,1.14891,2.50178,1.43647,0.000756527,0.000756527,0.000756527
31,37.1298,1.17249,1.66802,1.3403,0.92068,1,0.995,0.63012,1.14891,2.50178,1.43647,0.000767075,0.000767075,0.000767075
32,38.1672,1.00987,1.76394,1.40867,0.97822,1,0.995,0.60339,1.25269,2.30756,1.47815,0.000776633,0.000776633,0.000776633
33,39.2841,1.13176,1.68635,1.49648,0.97045,1,0.995,0.55601,1.21591,2.45135,1.47897,0.0007852,0.0007852,0.0007852
34,40.3948,0.97488,1.46553,1.33147,0.97045,1,0.995,0.55601,1.21591,2.45135,1.47897,0.000792777,0.000792777,0.000792777
35,41.5172,1.16397,1.3767,1.53007,0.97853,1,0.995,0.57459,1.22627,2.18743,1.57689,0.000799365,0.000799365,0.000799365
36,42.5659,1.07719,2.37698,1.4713,0.96031,1,0.995,0.55797,1.37765,2.34272,1.88944,0.000804962,0.000804962,0.000804962
37,43.549,0.9689,1.46638,1.29875,0.96031,1,0.995,0.55797,1.37765,2.34272,1.88944,0.00080957,0.00080957,0.00080957
38,44.6194,1.17363,1.43047,1.3078,0.96631,1,0.995,0.5991,1.22483,2.2529,1.70494,0.000813187,0.000813187,0.000813187
39,45.6871,1.24246,1.22606,1.29102,0.92444,1,0.995,0.6394,1.2048,2.21524,1.55572,0.000815815,0.000815815,0.000815815
40,46.6967,0.91661,1.19745,1.33173,0.92444,1,0.995,0.6394,1.2048,2.21524,1.55572,0.000817452,0.000817452,0.000817452
41,47.7297,0.9197,1.36476,1.2295,0.92454,1,0.995,0.64039,1.17684,2.14522,1.52407,0.0008181,0.0008181,0.0008181
42,48.7692,0.87057,1.15144,1.18758,0.82379,0.8,0.96167,0.53536,1.10948,2.26465,1.46325,0.000817758,0.000817758,0.000817758
43,49.757,1.11826,1.30128,1.25236,0.82379,0.8,0.96167,0.53536,1.10948,2.26465,1.46325,0.000816425,0.000816425,0.000816425
44,50.8506,0.88332,1.18765,1.29163,0.73335,0.8,0.78167,0.39272,1.23222,2.58266,1.58554,0.000814102,0.000814102,0.000814102
45,51.8287,1.09609,1.17591,1.3019,0.73335,0.8,0.78167,0.39272,1.23222,2.58266,1.58554,0.00081079,0.00081079,0.00081079
46,53.1109,1.30498,1.59532,1.34164,0.97879,0.8,0.92,0.53908,1.2394,2.57521,1.61836,0.000806487,0.000806487,0.000806487
47,54.1738,1.1982,1.34044,1.33359,0.97879,0.8,0.92,0.53908,1.2394,2.57521,1.61836,0.000801195,0.000801195,0.000801195
48,55.3533,1.19882,1.83438,1.62567,0.92142,0.8,0.93786,0.57491,1.27009,2.25527,1.68627,0.000794913,0.000794913,0.000794913
49,56.338,1.05294,1.00577,1.20716,0.92142,0.8,0.93786,0.57491,1.27009,2.25527,1.68627,0.00078764,0.00078764,0.00078764
50,57.3622,0.9486,1.01623,1.25335,0.94355,1,0.995,0.70628,1.10926,2.21755,1.57683,0.000779377,0.000779377,0.000779377
51,58.3325,1.28414,1.2986,1.638,0.94355,1,0.995,0.70628,1.10926,2.21755,1.57683,0.0007625,0.0007625,0.0007625
52,59.3943,1.00226,1.15443,1.26439,0.92548,1,0.995,0.70628,1.1631,2.1442,1.44983,0.00073775,0.00073775,0.00073775
53,60.381,1.09377,1.30981,1.1705,0.92548,1,0.995,0.70628,1.1631,2.1442,1.44983,0.000713,0.000713,0.000713
54,61.4914,1.08506,1.32519,1.29724,0.96034,1,0.995,0.592,1.28143,2.17709,1.48873,0.00068825,0.00068825,0.00068825
55,62.4781,0.76751,1.10679,1.15179,0.96034,1,0.995,0.592,1.28143,2.17709,1.48873,0.0006635,0.0006635,0.0006635
56,63.5406,0.92912,1.12898,1.17126,0.98004,0.8,0.8575,0.53929,1.24245,2.15714,1.51771,0.00063875,0.00063875,0.00063875
57,64.5309,1.09731,1.0439,1.15181,0.98004,0.8,0.8575,0.53929,1.24245,2.15714,1.51771,0.000614,0.000614,0.000614
58,65.5878,0.73507,1.01916,1.07773,1,0.79492,0.81583,0.58068,1.13359,1.9983,1.50015,0.00058925,0.00058925,0.00058925
59,66.5628,0.91685,1.14929,1.13471,1,0.79492,0.81583,0.58068,1.13359,1.9983,1.50015,0.0005645,0.0005645,0.0005645
60,67.603,1.43766,1.50236,1.6468,1,0.78073,0.84045,0.61882,1.19529,1.90984,1.52214,0.00053975,0.00053975,0.00053975
61,68.574,0.97078,1.26572,1.39952,1,0.78073,0.84045,0.61882,1.19529,1.90984,1.52214,0.000515,0.000515,0.000515
62,69.6737,1.30559,1.82393,1.47075,0.77655,0.8,0.88,0.65554,1.15304,1.7783,1.47679,0.00049025,0.00049025,0.00049025
63,70.7759,0.75908,1.27956,1.1253,0.77655,0.8,0.88,0.65554,1.15304,1.7783,1.47679,0.0004655,0.0004655,0.0004655
64,71.894,0.76373,1.22675,1.15513,0.97722,1,0.995,0.70807,1.10277,1.56032,1.38562,0.00044075,0.00044075,0.00044075
65,72.8941,0.77445,0.92431,1.10125,0.97722,1,0.995,0.70807,1.10277,1.56032,1.38562,0.000416,0.000416,0.000416
66,73.9429,1.14914,1.71037,1.43264,0.98579,1,0.995,0.71207,0.99252,1.47698,1.30662,0.00039125,0.00039125,0.00039125
67,74.921,0.86792,1.02277,1.1835,0.98579,1,0.995,0.71207,0.99252,1.47698,1.30662,0.0003665,0.0003665,0.0003665
68,76.0081,0.9484,0.98023,1.09764,0.98707,1,0.995,0.74006,0.91105,1.42217,1.23355,0.00034175,0.00034175,0.00034175
69,76.9986,0.90468,1.21059,1.13186,0.98707,1,0.995,0.74006,0.91105,1.42217,1.23355,0.000317,0.000317,0.000317
70,78.0467,0.90077,1.32274,1.16103,0.98812,1,0.995,0.74496,0.91149,1.3835,1.24335,0.00029225,0.00029225,0.00029225
71,101.771,0.86564,1.45438,1.02732,0.98812,1,0.995,0.74496,0.91149,1.3835,1.24335,0.0002675,0.0002675,0.0002675
72,103.336,0.8217,1.40934,1.16556,0.98756,1,0.995,0.70427,1.00444,1.36671,1.31862,0.00024275,0.00024275,0.00024275
73,104.495,0.73337,1.13906,1.15383,0.98756,1,0.995,0.70427,1.00444,1.36671,1.31862,0.000218,0.000218,0.000218
74,105.628,0.53019,1.24852,0.94181,0.98664,1,0.995,0.67343,1.02752,1.36119,1.35579,0.00019325,0.00019325,0.00019325
75,106.703,0.70589,1.24599,1.1031,0.98664,1,0.995,0.67343,1.02752,1.36119,1.35579,0.0001685,0.0001685,0.0001685
76,107.852,0.74563,1.31478,1.21771,0.98648,1,0.995,0.69807,1.0506,1.3167,1.37869,0.00014375,0.00014375,0.00014375
77,108.871,0.64524,1.20771,0.98038,0.98648,1,0.995,0.69807,1.0506,1.3167,1.37869,0.000119,0.000119,0.000119
78,109.886,0.89165,1.39865,1.18028,0.98651,1,0.995,0.72604,1.05656,1.30837,1.39371,9.425e-05,9.425e-05,9.425e-05
79,110.863,0.64737,1.18608,1.07952,0.98651,1,0.995,0.72604,1.05656,1.30837,1.39371,6.95e-05,6.95e-05,6.95e-05
80,111.88,0.80137,1.55764,1.09173,0.98695,1,0.995,0.74004,1.04472,1.26287,1.38156,4.475e-05,4.475e-05,4.475e-05
